name,date,venue,location,status,event_type,url,scraped_at
330,UFC 190: Rousey vs. Correia,"Aug 1, 2015",HSBC Arena,completed,other,,2025-07-29T14:58:05.914049
329,UFC on Fox: Dillashaw vs. Barão 2,"Jul 25, 2015",United Center,completed,other,,2025-07-29T14:58:05.914103
328,UFC Fight Night: Bisping vs. Leites,"Jul 18, 2015",The SSE Hydro,completed,other,,2025-07-29T14:58:05.914154
327,UFC Fight Night: Mir vs. Duffee,"Jul 15, 2015",Pechanga Arena,completed,other,,2025-07-29T14:58:05.914214
326,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"Jul 12, 2015",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.914276
325,UFC 189: Mendes vs. McGregor,"Jul 11, 2015","16,019",completed,other,,2025-07-29T14:58:05.914319
324,UFC Fight Night: Machida vs. Romero,"Jun 27, 2015",Seminole Hard Rock Hotel and Casino,completed,other,,2025-07-29T14:58:05.914370
323,UFC Fight Night: Jędrzejczyk vs. Penne,"Jun 20, 2015",Uber Arena,completed,other,,2025-07-29T14:58:05.914425
322,UFC 188: Velasquez vs. Werdum,"Jun 13, 2015",Arena Ciudad de México,completed,other,,2025-07-29T14:58:05.914476
321,UFC Fight Night: Boetsch vs. Henderson,"Jun 6, 2015",Smoothie King Center,completed,other,,2025-07-29T14:58:05.914529
320,UFC Fight Night: Condit vs. Alves,"May 30, 2015",Goiânia Arena,completed,other,,2025-07-29T14:58:05.914581
319,UFC 187: Johnson vs. Cormier,"May 23, 2015",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.914632
318,UFC Fight Night: Edgar vs. Faber,"May 16, 2015",Mall of Asia Arena,completed,other,,2025-07-29T14:58:05.914684
317,UFC Fight Night: Miocic vs. Hunt,"May 10, 2015",Adelaide Entertainment Centre,completed,other,,2025-07-29T14:58:05.914742
316,UFC 186: Johnson vs. Horiguchi,"Apr 25, 2015",Bell Centre,completed,other,,2025-07-29T14:58:05.914796
315,UFC on Fox: Machida vs. Rockhold,"Apr 18, 2015",Prudential Center,completed,other,,2025-07-29T14:58:05.914848
314,UFC Fight Night: Gonzaga vs. Cro Cop 2,"Apr 11, 2015",Tauron Arena Kraków,completed,other,,2025-07-29T14:58:05.914902
313,UFC Fight Night: Mendes vs. Lamas,"Apr 4, 2015",Patriot Center,completed,other,,2025-07-29T14:58:05.914954
312,UFC Fight Night: Maia vs. LaFlare,"Mar 21, 2015",Ginásio do Maracanãzinho,completed,other,,2025-07-29T14:58:05.915006
311,UFC 185: Pettis vs. dos Anjos,"Mar 14, 2015",American Airlines Center,completed,other,,2025-07-29T14:58:05.915058
310,UFC 184: Rousey vs. Zingano,"Feb 28, 2015",Staples Center,completed,other,,2025-07-29T14:58:05.915108
309,UFC Fight Night: Bigfoot vs. Mir,"Feb 22, 2015",Ginásio Gigantinho,completed,other,,2025-07-29T14:58:05.915160
308,UFC Fight Night: Henderson vs. Thatch,"Feb 14, 2015",1stBank Center,completed,other,,2025-07-29T14:58:05.915213
307,UFC 183: Silva vs. Diaz,"Jan 31, 2015",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.915263
306,UFC on Fox: Gustafsson vs. Johnson,"Jan 24, 2015",Tele2 Arena,completed,other,,2025-07-29T14:58:05.915316
305,UFC Fight Night: McGregor vs. Siver,"Jan 18, 2015",TD Garden,completed,other,,2025-07-29T14:58:05.915368
304,UFC 182: Jones vs. Cormier,"Jan 3, 2015",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.915418
303,UFC Fight Night: Machida vs. Dollaway,"Dec 20, 2014",Ginásio José Corrêa,completed,other,,2025-07-29T14:58:05.915462
302,UFC on Fox: dos Santos vs. Miocic,"Dec 13, 2014",U.S. Airways Center,completed,other,,2025-07-29T14:58:05.915518
301,The Ultimate Fighter: A Champion Will Be Crowned Finale,"Dec 12, 2014",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.915577
300,UFC 181: Hendricks vs. Lawler II,"Dec 6, 2014",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.915626
299,UFC Fight Night: Edgar vs. Swanson,"Nov 22, 2014",Frank Erwin Center,completed,other,,2025-07-29T14:58:05.915678
298,UFC 180: Werdum vs. Hunt,"Nov 15, 2014",Arena Ciudad de México,completed,other,,2025-07-29T14:58:05.915729
297,UFC Fight Night: Shogun vs. Saint Preux,"Nov 8, 2014",Ginásio Municipal Tancredo Neves,completed,other,,2025-07-29T14:58:05.915780
296,UFC Fight Night: Rockhold vs. Bisping,"Nov 8, 2014",Qudos Bank Arena,completed,other,,2025-07-29T14:58:05.915833
295,UFC 179: Aldo vs. Mendes 2,"Oct 25, 2014",Ginásio do Maracanãzinho,completed,other,,2025-07-29T14:58:05.915884
294,UFC Fight Night: MacDonald vs. Saffiedine,"Oct 4, 2014",Scotiabank Centre,completed,other,,2025-07-29T14:58:05.915938
293,UFC Fight Night: Nelson vs. Story,"Oct 4, 2014",Avicii Arena,completed,other,,2025-07-29T14:58:05.915990
292,UFC 178: Johnson vs. Cariaso,"Sep 27, 2014",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.916041
291,UFC Fight Night: Hunt vs. Nelson,"Sep 20, 2014",Saitama Super Arena,completed,other,,2025-07-29T14:58:05.916093
290,UFC Fight Night: Bigfoot vs. Arlovski,"Sep 13, 2014",Ginásio Nilson Nelson,completed,other,,2025-07-29T14:58:05.916145
289,UFC Fight Night: Jacaré vs. Mousasi,"Sep 5, 2014",Foxwoods Resort Casino,completed,other,,2025-07-29T14:58:05.916197
288,UFC 177: Dillashaw vs. Soto,"Aug 30, 2014",Sleep Train Arena,completed,other,,2025-07-29T14:58:05.916252
287,UFC Fight Night: Henderson vs. dos Anjos,"Aug 23, 2014",BOK Center,completed,other,,2025-07-29T14:58:05.916305
286,UFC Fight Night: Bisping vs. Le,"Aug 23, 2014",Cotai Arena,completed,other,,2025-07-29T14:58:05.916363
285,UFC Fight Night: Bader vs. Saint Preux,"Aug 16, 2014",Cross Insurance Center,completed,other,,2025-07-29T14:58:05.916415
—,UFC 176: Aldo vs. Mendes II,"Aug 2, 2014",Staples Center,completed,other,,2025-07-29T14:58:05.916464
284,UFC on Fox: Lawler vs. Brown,"Jul 26, 2014",SAP Center,completed,other,,2025-07-29T14:58:05.916515
283,UFC Fight Night: McGregor vs. Brandão,"Jul 19, 2014",3Arena,completed,other,,2025-07-29T14:58:05.916581
282,UFC Fight Night: Cowboy vs. Miller,"Jul 16, 2014",Revel Casino Hotel,completed,other,,2025-07-29T14:58:05.916633
281,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"Jul 6, 2014",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.916702
280,UFC 175: Weidman vs. Machida,"Jul 5, 2014","10,088",completed,other,,2025-07-29T14:58:05.916751
279,UFC Fight Night: Swanson vs. Stephens,"Jun 28, 2014",AT&T Center,completed,other,,2025-07-29T14:58:05.916803
278,UFC Fight Night: Te Huna vs. Marquardt,"Jun 28, 2014",Vector Arena,completed,other,,2025-07-29T14:58:05.916856
277,UFC 174: Johnson vs. Bagautinov,"Jun 14, 2014",Rogers Arena,completed,other,,2025-07-29T14:58:05.916912
276,UFC Fight Night: Henderson vs. Khabilov,"Jun 7, 2014",Tingley Coliseum,completed,other,,2025-07-29T14:58:05.916987
275,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,"May 31, 2014",Ginásio do Ibirapuera,completed,other,,2025-07-29T14:58:05.917051
274,UFC Fight Night: Muñoz vs. Mousasi,"May 31, 2014",Uber Arena,completed,other,,2025-07-29T14:58:05.917103
273,UFC 173: Barão vs. Dillashaw,"May 24, 2014",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.917155
272,UFC Fight Night: Brown vs. Silva,"May 10, 2014",U.S. Bank Arena,completed,other,,2025-07-29T14:58:05.917208
271,UFC 172: Jones vs. Teixeira,"Apr 26, 2014",Baltimore Arena,completed,other,,2025-07-29T14:58:05.917258
270,UFC on Fox: Werdum vs. Browne,"Apr 19, 2014",Amway Center,completed,other,,2025-07-29T14:58:05.917309
269,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,"Apr 16, 2014",Colisée Pepsi,completed,other,,2025-07-29T14:58:05.917368
268,UFC Fight Night: Nogueira vs. Nelson,"Apr 11, 2014",Etihad Park,completed,other,,2025-07-29T14:58:05.917420
267,UFC Fight Night: Shogun vs. Henderson 2,"Mar 23, 2014",Ginásio Nélio Dias,completed,other,,2025-07-29T14:58:05.917485
266,UFC 171: Hendricks vs. Lawler,"Mar 15, 2014",American Airlines Center,completed,other,,2025-07-29T14:58:05.917543
265,UFC Fight Night: Gustafsson vs. Manuwa,"Mar 8, 2014",The O2 Arena,completed,other,,2025-07-29T14:58:05.917596
264,The Ultimate Fighter China Finale: Kim vs. Hathaway,"Mar 1, 2014",Cotai Arena,completed,other,,2025-07-29T14:58:05.917656
263,UFC 170: Rousey vs. McMann,"Feb 22, 2014",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.917706
262,UFC Fight Night: Machida vs. Mousasi,"Feb 15, 2014",Arena Jaraguá,completed,other,,2025-07-29T14:58:05.917758
261,UFC 169: Barão vs. Faber 2,"Feb 1, 2014",Prudential Center,completed,other,,2025-07-29T14:58:05.917809
260,UFC on Fox: Henderson vs. Thomson,"Jan 25, 2014",United Center,completed,other,,2025-07-29T14:58:05.917861
259,UFC Fight Night: Rockhold vs. Philippou,"Jan 15, 2014",Arena at Gwinnett Center,completed,other,,2025-07-29T14:58:05.917914
258,UFC Fight Night: Saffiedine vs. Lim,"Jan 4, 2014",Marina Bay Sands,completed,other,,2025-07-29T14:58:05.917967
257,UFC 168: Weidman vs. Silva 2,"Dec 28, 2013",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.918018
256,UFC on Fox: Johnson vs. Benavidez 2,"Dec 14, 2013",Sleep Train Arena,completed,other,,2025-07-29T14:58:05.918070
255,UFC Fight Night: Hunt vs. Bigfoot,"Dec 7, 2013",Brisbane Entertainment Centre,completed,other,,2025-07-29T14:58:05.918122
254,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"Nov 30, 2013",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.918182
253,UFC 167: St-Pierre vs. Hendricks,"Nov 16, 2013",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.918230
252,UFC Fight Night: Belfort vs. Henderson 2,"Nov 9, 2013",Goiânia Arena,completed,other,,2025-07-29T14:58:05.918285
251,UFC: Fight for the Troops 3,"Nov 6, 2013",Fort Campbell,completed,other,,2025-07-29T14:58:05.918329
250,UFC Fight Night: Machida vs. Muñoz,"Oct 26, 2013",Phones 4u Arena,completed,other,,2025-07-29T14:58:05.918383
249,UFC 166: Velasquez vs. dos Santos III,"Oct 19, 2013",Toyota Center,completed,other,,2025-07-29T14:58:05.918436
248,UFC Fight Night: Maia vs. Shields,"Oct 9, 2013",Ginásio José Corrêa,completed,other,,2025-07-29T14:58:05.918488
247,UFC 165: Jones vs. Gustafsson,"Sep 21, 2013",Scotiabank Arena,completed,other,,2025-07-29T14:58:05.918542
246,UFC Fight Night: Teixeira vs. Bader,"Sep 4, 2013",Mineirinho Arena,completed,other,,2025-07-29T14:58:05.918596
245,UFC 164: Henderson vs. Pettis 2,"Aug 31, 2013",BMO Harris Bradley Center,completed,other,,2025-07-29T14:58:05.918654
244,UFC Fight Night: Condit vs. Kampmann 2,"Aug 28, 2013",Bankers Life Fieldhouse,completed,other,,2025-07-29T14:58:05.918710
243,UFC Fight Night: Shogun vs. Sonnen,"Aug 17, 2013",TD Garden,completed,other,,2025-07-29T14:58:05.918763
242,UFC 163: Aldo vs. Korean Zombie,"Aug 3, 2013",HSBC Arena,completed,other,,2025-07-29T14:58:05.918815
241,UFC on Fox: Johnson vs. Moraga,"Jul 27, 2013",Climate Pledge Arena,completed,other,,2025-07-29T14:58:05.918865
240,UFC 162: Silva vs. Weidman,"Jul 6, 2013",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.918916
239,UFC 161: Evans vs. Henderson,"Jun 15, 2013",Canada Life Centre,completed,other,,2025-07-29T14:58:05.918971
238,UFC on Fuel TV: Nogueira vs. Werdum,"Jun 8, 2013",Ginásio Paulo Sarasate,completed,other,,2025-07-29T14:58:05.919023
237,UFC 160: Velasquez vs. Bigfoot 2,"May 25, 2013",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.919075
236,UFC on FX: Belfort vs. Rockhold,"May 18, 2013",Arena Jaraguá,completed,other,,2025-07-29T14:58:05.919126
235,UFC 159: Jones vs. Sonnen,"Apr 27, 2013",Prudential Center,completed,other,,2025-07-29T14:58:05.919176
234,UFC on Fox: Henderson vs. Melendez,"Apr 20, 2013",SAP Center,completed,other,,2025-07-29T14:58:05.919228
233,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"Apr 13, 2013",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.919286
232,UFC on Fuel TV: Mousasi vs. Latifi,"Apr 6, 2013",Avicii Arena,completed,other,,2025-07-29T14:58:05.919337
231,UFC 158: St-Pierre vs. Diaz,"Mar 16, 2013",Bell Centre,completed,other,,2025-07-29T14:58:05.919390
230,UFC on Fuel TV: Silva vs. Stann,"Mar 3, 2013",Saitama Super Arena,completed,other,,2025-07-29T14:58:05.919441
229,UFC 157: Rousey vs. Carmouche,"Feb 23, 2013",Honda Center,completed,other,,2025-07-29T14:58:05.919492
228,UFC on Fuel TV: Barão vs. McDonald,"Feb 16, 2013",Wembley Arena,completed,other,,2025-07-29T14:58:05.919544
227,UFC 156: Aldo vs. Edgar,"Feb 2, 2013",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.919594
226,UFC on Fox: Johnson vs. Dodson,"Jan 26, 2013",United Center,completed,other,,2025-07-29T14:58:05.919645
225,UFC on FX: Belfort vs. Bisping,"Jan 19, 2013",Ginásio do Ibirapuera,completed,other,,2025-07-29T14:58:05.919698
224,UFC 155: dos Santos vs. Velasquez 2,"Dec 29, 2012",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.919750
223,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,"Dec 15, 2012",Hard Rock Hotel and Casino,completed,other,,2025-07-29T14:58:05.919804
222,UFC on FX: Sotiropoulos vs. Pearson,"Dec 15, 2012",Gold Coast Convention and Exhibition Centre,completed,other,,2025-07-29T14:58:05.919857
221,UFC on Fox: Henderson vs. Diaz,"Dec 8, 2012",Climate Pledge Arena,completed,other,,2025-07-29T14:58:05.919908
220,UFC 154: St-Pierre vs. Condit,"Nov 17, 2012",Bell Centre,completed,other,,2025-07-29T14:58:05.919974
219,UFC on Fuel TV: Franklin vs. Le,"Nov 10, 2012",Cotai Arena,completed,other,,2025-07-29T14:58:05.920027
218,UFC 153: Silva vs. Bonnar,"Oct 13, 2012",Farmasi Arena,completed,other,,2025-07-29T14:58:05.920077
217,UFC on FX: Browne vs. Bigfoot,"Oct 5, 2012",Target Center,completed,other,,2025-07-29T14:58:05.920127
216,UFC on Fuel TV: Struve vs. Miocic,"Sep 29, 2012",Motorpoint Arena,completed,other,,2025-07-29T14:58:05.920179
215,UFC 152: Jones vs. Belfort,"Sep 22, 2012",Scotiabank Arena,completed,other,,2025-07-29T14:58:05.920232
—,UFC 151: Jones vs. Henderson,"Sep 1, 2012",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.920282
214,UFC 150: Henderson vs. Edgar II,"Aug 11, 2012",Ball Arena,completed,other,,2025-07-29T14:58:05.920333
213,UFC on Fox: Shogun vs. Vera,"Aug 4, 2012",Crypto.com Arena,completed,other,,2025-07-29T14:58:05.920383
212,UFC 149: Faber vs. Barão,"Jul 21, 2012",Scotiabank Saddledome,completed,other,,2025-07-29T14:58:05.920436
211,UFC on Fuel TV: Muñoz vs. Weidman,"Jul 11, 2012",SAP Center,completed,other,,2025-07-29T14:58:05.920486
210,UFC 148: Silva vs. Sonnen II,"Jul 7, 2012",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.920537
209,UFC 147: Silva vs. Franklin II,"Jun 23, 2012",Mineirinho Arena,completed,other,,2025-07-29T14:58:05.920588
208,UFC on FX: Maynard vs. Guida,"Jun 22, 2012",Revel Casino Hotel,completed,other,,2025-07-29T14:58:05.920638
207,UFC on FX: Johnson vs. McCall 2,"Jun 8, 2012",Amerant Bank Arena,completed,other,,2025-07-29T14:58:05.920691
206,The Ultimate Fighter: Live Finale,"Jun 1, 2012",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.920744
205,UFC 146: dos Santos vs. Mir,"May 26, 2012",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.920791
204,UFC on Fuel TV: The Korean Zombie vs. Poirier,"May 15, 2012",EagleBank Arena,completed,other,,2025-07-29T14:58:05.920844
203,UFC on Fox: Diaz vs. Miller,"May 5, 2012",Meadowlands Arena,completed,other,,2025-07-29T14:58:05.920894
202,UFC 145: Jones vs. Evans,"Apr 21, 2012",Philips Arena,completed,other,,2025-07-29T14:58:05.920944
201,UFC on Fuel TV: Gustafsson vs. Silva,"Apr 14, 2012",Avicii Arena,completed,other,,2025-07-29T14:58:05.920997
200,UFC on FX: Alves vs. Kampmann,"Mar 3, 2012",Qudos Bank Arena,completed,other,,2025-07-29T14:58:05.921048
199,UFC 144: Edgar vs. Henderson,"Feb 26, 2012",Saitama Super Arena,completed,other,,2025-07-29T14:58:05.921098
198,UFC on Fuel TV: Sanchez vs. Ellenberger,"Feb 15, 2012",Omaha Civic Auditorium,completed,other,,2025-07-29T14:58:05.921151
197,UFC 143: Diaz vs. Condit,"Feb 4, 2012",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.921201
196,UFC on Fox: Evans vs. Davis,"Jan 28, 2012",United Center,completed,other,,2025-07-29T14:58:05.921252
195,UFC on FX: Guillard vs. Miller,"Jan 20, 2012",Bridgestone Arena,completed,other,,2025-07-29T14:58:05.921303
194,UFC 142: Aldo vs. Mendes,"Jan 14, 2012",HSBC Arena,completed,other,,2025-07-29T14:58:05.921353
193,UFC 141: Lesnar vs. Overeem,"Dec 30, 2011",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.921425
192,UFC 140: Jones vs. Machida,"Dec 10, 2011",Scotiabank Arena,completed,other,,2025-07-29T14:58:05.921478
191,The Ultimate Fighter: Team Bisping vs. Team Miller Finale,"Dec 3, 2011",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.921536
190,UFC 139: Shogun vs. Henderson,"Nov 19, 2011",SAP Center,completed,other,,2025-07-29T14:58:05.921588
189,UFC on Fox: Velasquez vs. dos Santos,"Nov 12, 2011",Honda Center,completed,other,,2025-07-29T14:58:05.921640
188,UFC 138: Leben vs. Muñoz,"Nov 5, 2011",LG Arena,completed,other,,2025-07-29T14:58:05.921689
187,UFC 137: Penn vs. Diaz,"Oct 29, 2011",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.921739
186,UFC 136: Edgar vs. Maynard III,"Oct 8, 2011",Toyota Center,completed,other,,2025-07-29T14:58:05.921790
185,UFC Live: Cruz vs. Johnson,"Oct 1, 2011",Capital One Arena,completed,other,,2025-07-29T14:58:05.921840
184,UFC 135: Jones vs. Rampage,"Sep 24, 2011",Pepsi Center,completed,other,,2025-07-29T14:58:05.921891
183,UFC Fight Night: Shields vs. Ellenberger,"Sep 17, 2011",Ernest N. Morial Convention Center,completed,other,,2025-07-29T14:58:05.921946
182,UFC 134: Silva vs. Okami,"Aug 27, 2011",HSBC Arena,completed,other,,2025-07-29T14:58:05.921996
181,UFC Live: Hardy vs. Lytle,"Aug 14, 2011",Bradley Center,completed,other,,2025-07-29T14:58:05.922046
180,UFC 133: Evans vs. Ortiz,"Aug 6, 2011",Wells Fargo Center,completed,other,,2025-07-29T14:58:05.922095
179,UFC 132: Cruz vs. Faber,"Jul 2, 2011",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.922144
178,UFC Live: Kongo vs. Barry,"Jun 26, 2011",Consol Energy Center,completed,other,,2025-07-29T14:58:05.922194
177,UFC 131: dos Santos vs. Carwin,"Jun 11, 2011",Rogers Arena,completed,other,,2025-07-29T14:58:05.922249
176,The Ultimate Fighter: Team Lesnar vs. Team dos Santos Finale,"Jun 4, 2011",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.922308
175,UFC 130: Rampage vs. Hamill,"May 28, 2011",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.922355
174,UFC 129: St-Pierre vs. Shields,"Apr 30, 2011",Rogers Centre,completed,other,,2025-07-29T14:58:05.922407
173,UFC Fight Night: Nogueira vs. Davis,"Mar 26, 2011",Climate Pledge Arena,completed,other,,2025-07-29T14:58:05.922461
172,UFC 128: Shogun vs. Jones,"Mar 19, 2011",Prudential Center,completed,other,,2025-07-29T14:58:05.922511
171,UFC Live: Sanchez vs. Kampmann,"Mar 3, 2011",KFC Yum! Center,completed,other,,2025-07-29T14:58:05.922562
170,UFC 127: Penn vs. Fitch,"Feb 27, 2011",Qudos Bank Arena,completed,other,,2025-07-29T14:58:05.922612
169,UFC 126: Silva vs. Belfort,"Feb 5, 2011",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.922662
168,UFC: Fight for the Troops 2,"Jan 22, 2011",Fort Hood,completed,other,,2025-07-29T14:58:05.922715
167,UFC 125: Resolution,"Jan 1, 2011",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.922765
166,UFC 124: St-Pierre vs. Koscheck 2,"Dec 11, 2010",Bell Centre,completed,other,,2025-07-29T14:58:05.922818
165,The Ultimate Fighter: Team GSP vs. Team Koscheck Finale,"Dec 4, 2010",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.922876
164,UFC 123: Rampage vs. Machida,"Nov 20, 2010",The Palace of Auburn Hills,completed,other,,2025-07-29T14:58:05.922927
163,UFC 122: Marquardt vs. Okami,"Nov 13, 2010",Rudolf Weber-Arena,completed,other,,2025-07-29T14:58:05.922978
162,UFC 121: Lesnar vs. Velasquez,"Oct 23, 2010",Honda Center,completed,other,,2025-07-29T14:58:05.923028
161,UFC 120: Bisping vs. Akiyama,"Oct 16, 2010",The O2 Arena,completed,other,,2025-07-29T14:58:05.923079
160,UFC 119: Mir vs. Cro Cop,"Sep 25, 2010",Conseco Fieldhouse,completed,other,,2025-07-29T14:58:05.923128
159,UFC Fight Night: Marquardt vs. Palhares,"Sep 15, 2010",Frank Erwin Center,completed,other,,2025-07-29T14:58:05.923183
158,UFC 118: Edgar vs. Penn 2,"Aug 28, 2010",TD Garden,completed,other,,2025-07-29T14:58:05.923235
157,UFC 117: Silva vs. Sonnen,"Aug 7, 2010",Oracle Arena,completed,other,,2025-07-29T14:58:05.923285
156,UFC Live: Jones vs. Matyushenko,"Aug 1, 2010",Pechanga Arena,completed,other,,2025-07-29T14:58:05.923336
155,UFC 116: Lesnar vs. Carwin,"Jul 3, 2010",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.923386
154,The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale,"Jun 19, 2010",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.923440
153,UFC 115: Liddell vs. Franklin,"Jun 12, 2010",General Motors Place,completed,other,,2025-07-29T14:58:05.923495
152,UFC 114: Rampage vs. Evans,"May 29, 2010",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.923571
151,UFC 113: Machida vs. Shogun 2,"May 8, 2010",Bell Centre,completed,other,,2025-07-29T14:58:05.923624
150,UFC 112: Invincible,"Apr 10, 2010",Yas Island,completed,other,,2025-07-29T14:58:05.923675
149,UFC Fight Night: Florian vs. Gomi,"Mar 31, 2010",Bojangles Coliseum,completed,other,,2025-07-29T14:58:05.923729
148,UFC 111: St-Pierre vs. Hardy,"Mar 27, 2010",Prudential Center,completed,other,,2025-07-29T14:58:05.923782
147,UFC Live: Vera vs. Jones,"Mar 21, 2010",1stBank Center,completed,other,,2025-07-29T14:58:05.923833
146,UFC 110: Nogueira vs. Velasquez,"Feb 21, 2010",Qudos Bank Arena,completed,other,,2025-07-29T14:58:05.923884
145,UFC 109: Relentless,"Feb 6, 2010",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.923935
144,UFC Fight Night: Maynard vs. Diaz,"Jan 11, 2010",Patriot Center,completed,other,,2025-07-29T14:58:05.924001
143,UFC 108: Evans vs. Silva,"Jan 2, 2010",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.924051
142,UFC 107: Penn vs. Sanchez,"Dec 12, 2009",FedExForum,completed,other,,2025-07-29T14:58:05.924103
141,The Ultimate Fighter: Heavyweights Finale,"Dec 5, 2009",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.924161
140,UFC 106: Ortiz vs. Griffin 2,"Nov 21, 2009",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.924210
139,UFC 105: Couture vs. Vera,"Nov 14, 2009",Manchester Evening News Arena,completed,other,,2025-07-29T14:58:05.924261
138,UFC 104: Machida vs. Shogun,"Oct 24, 2009",Crypto.com Arena,completed,other,,2025-07-29T14:58:05.924311
137,UFC 103: Franklin vs. Belfort,"Sep 19, 2009",American Airlines Center,completed,other,,2025-07-29T14:58:05.924365
136,UFC Fight Night: Diaz vs. Guillard,"Sep 16, 2009",Cox Convention Center,completed,other,,2025-07-29T14:58:05.924423
135,UFC 102: Couture vs. Nogueira,"Aug 29, 2009",Rose Garden,completed,other,,2025-07-29T14:58:05.924475
134,UFC 101: Declaration,"Aug 8, 2009",Wachovia Center,completed,other,,2025-07-29T14:58:05.924526
133,UFC 100,"Jul 11, 2009",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.924586
132,The Ultimate Fighter: United States vs. United Kingdom Finale,"Jun 20, 2009",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.924642
131,UFC 99: The Comeback,"Jun 13, 2009",Lanxess Arena,completed,other,,2025-07-29T14:58:05.924706
130,UFC 98: Evans vs. Machida,"May 23, 2009",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.924762
129,UFC 97: Redemption,"Apr 18, 2009",Bell Centre,completed,other,,2025-07-29T14:58:05.924815
128,UFC Fight Night: Condit vs. Kampmann,"Apr 1, 2009",Sommet Center,completed,other,,2025-07-29T14:58:05.924869
127,UFC 96: Jackson vs. Jardine,"Mar 7, 2009",Nationwide Arena,completed,other,,2025-07-29T14:58:05.924921
126,UFC 95: Sanchez vs. Stevenson,"Feb 21, 2009",The O2 Arena,completed,other,,2025-07-29T14:58:05.924974
125,UFC Fight Night: Lauzon vs. Stephens,"Feb 7, 2009",USF Sun Dome,completed,other,,2025-07-29T14:58:05.925028
124,UFC 94: St-Pierre vs. Penn 2,"Jan 31, 2009",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.925080
123,UFC 93: Franklin vs. Henderson,"Jan 17, 2009",3Arena,completed,other,,2025-07-29T14:58:05.925134
122,Ultimate 2008,"Dec 27, 2008",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.925187
121,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,"Dec 13, 2008",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.925240
120,UFC: Fight for the Troops,"Dec 10, 2008",Crown Coliseum,completed,other,,2025-07-29T14:58:05.925296
119,UFC 91: Couture vs. Lesnar,"Nov 15, 2008",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.925348
118,UFC 90: Silva vs. Côté,"Oct 25, 2008",Allstate Arena,completed,other,,2025-07-29T14:58:05.925403
117,UFC 89: Bisping vs. Leben,"Oct 18, 2008",National Indoor Arena,completed,other,,2025-07-29T14:58:05.925456
